Target,Text
4,SHARE THAT LOVE!!! ONE LOVE... GOD BLESS!! XOXO 
4,@ThisIsRobThomas Beautiful day in Cologne ! You must come back   http://twitpic.com/664d9
4,@elizasea Me = old fart.  Won't reveal how old without bribes of varying types. ;)
4,1 more week til my holiday in Brighton - can't wait to see all the old crew 
4,@myzkeyisstuck wooo! thats good newwwss!!! 
4,@jmarsuperstar awww that's what I like to hear. Ur probably vibing cause I'm gonna see you soon 
4,Hi guys! Here's one pic I took from rehearsal earlier... http://www.twitpic.com/663o8 - dew just chillaxin... 
4,"looking forward to coffee and cake with angela today. Oh, what i'd give to win the lottery and do lunch every day! "
4,Just tennised. Time for the gym now 
4,@pjsamuel3 Thank you  I'll be there 
4,have to get this assignment done...but first i have to start it  
4,@KristinCav   I am so excited to see you on the hills!  
4,@AvaAlcantara Hi ava! Did u join the jb live chat? 
4,I feel like dancing in the rain 
4,"@amthanna make sure to let me know and we'll help any way we can - for now, be well. Let's sells some books  Kit"
4, hah! @jonloverobot that was awesome. just listened to you. pretty cool!  i love for crying out loud. 
4,@lopezwilfred  yes he is better thanx! 
4,"@alyssarmro, that sucks. keep working "
4,@samhouseman amazing! Ill pay you if you do one of us  xxxxxx
4,@mcorlan cool plugin 
4,"@TikkaMadsen Hello hello Seen the doc, got the biotics  Waiting for them to take affect now, and do something other than taste awful lol"
4,@willowtree81 think I would remember doing that so not me 
4,Brb London pokemon video game championships! Wish me luck! 
4,this is probably what all those last times should have felt like.  thank you.
4,@wrigglemania  btw- those were questions you could ask others... wasn't asking YOU those questions... 
4,@masarat Morning!how are you?! 
4,call my phone &amp; listen to my voicemail  its pretty funny..well atleast i think it is
4,goodnight twitties 
4,@tvblog I lucked out Mia was there. Imagine if I were to be judged by Tyce? ;-) Honestly I just have to work more on my businesses 
4,"at mum's work, tweet tweet "
4,Got a direct message from Iron Chef 
4,@Ambee789  he waves hello back
4,Listening to No Boundaries- Adam Lambert. 
4,I'm really happy for them. 
4,@KeiaRose well I'm watching you 
4,twweting from the linux workstation of my college professor!!! Hope he does not catch me while doing this! 
4,@kylieireland  don't forget to email me the info. 
4,@shooop lol i didnt know you liked them! Ill send care packages from now on 
4,"Getting ready to eat some soup  Delicious chicken noodle mm mm good! Actually, scratch that cause its not Campbells, its Lipton"
4,yeeah! sun is shining and the weather is sweeet now  das macht das aufwachn doppelt spazz
4,@Thaliaboo i'm hoping there's gonna be some meat tonight... 
4,I am so proud of the Sk6ers &amp; what they've been doing. &amp; I just saw SK wearing a wishbone necklace  just like me!
4,@cha_rade oh no the economy gotcha?  sorry but so happy that you got another one in LA!  Enjoy SoCal! Ahahaay! LOL
4,@Mandy1123 awwww! hi to the both of you  kisses
4,@GeNoroSity werrd ight..so it don't stand for nuttin so dats just another freeman thang like G boyz? Lol I dig.. 
4,Yet another press screening today.  This time for Sam Raimi's Drag Me to Hell. Then going to pick up my thesis x3 at the bindery.
4,@untrainedninja Im so over FB games. Twitter is my fave game now! 
4,"Thoughts on Hulu Desktop: like a speeding @McCainBlogette, it needs to learn to stop!  "
4,@brentoli yay for you!   I'm going out tomorrow night. I have the weekend off.!  http://myloc.me/1XMI
4,#flylady Listening to the Focus Makes Me Fabulous show by FlyLady Tools on BlogTalkRadio - http://tobtr.com/s/549205 
4,@nelsonyong Why I just came across one this week if you want it 
4,@philmarsay Killers are on Wossy tonight buddy 
4,@michaeldcarney But I'm disrupting the purported #gop renaissance on Twitter in grand fashion  #tcot And my Kossack brothers come soon
4,And hi to @88Links as well 
4,@Aiysha Morning!  howz you?
4,Pool before the trip..great day today 
4,@brewed4thought I thought you fell asleep with Kaleigh.  I love you brat
4,40 most softsational soft rock songs. I like the VH1 lists 
4,@nadiralaffin you heart indian curry. indian curry is your bffl 
4,@andrewagarcia why? Aww let's hang out 
4,@sweetkisses277 Oh they were scrambled for sure. lol. But I'll eat them cooked any way there is 
4,it's the weekend baby! 
4,Watching a Lita (WWE Diva) tribute...OMG she's my FAVORITE diva I love her so much (TO DEATH!) 
4,"@vincenthofmann I think my neighbour is a coke head, but I can't tell for sure "
4,..Packing UP and heading to yoga class .. have a lovely w/e  
4,in my trackieesss. time to light some candles  
4,@kissmegoddess So true Kiss... But I did get good vids... And well its fun to twitter!  And I did look... Especially at the tigers.  
4,@idfkloida today was a good day  you comin to watch Up w us tmrw?? - MJ
4,"@thedailysurvey Plz greet my officemates, Rio, Cris, Micah, Kiko, Mj, Ian, Hubee, Alvin, and Mannix.. We're all tuned in!! "
4,@shoestringing  Hey Jessica thank you for wanting to Follow me. 
4,".@MoocherGirl one is a film clip to a song i wrote the lyrics for, and the other is a proper sort of short film about 2 guys... "
4,Heading off to dreamland...been terribly busy day..more of the same tomorrow!  Hope you all have a fabulous Friday!  
4,Woodley is so cute. The &quot;I don't wanna split up!&quot; bit with the flowers is adorable 
4,@venzann so maybe they were just avoiding paying the $35 for a new domain then! 
4,Just been treated to a hot chocolate by the PM. Totally unexpected 
4,The first 48 
4,Holy shit. I just did ICLW in one night. Woot! Sorry I'm late. I've been a little sick. 
4,off 2 work now in the sun 
4,@jarrelt but my school to home is so much shorter distance than yours. CRAZY BUT COOL!  btw the mrbrown thing is a joke lah.
4,"goooodnight world, i can't wait to sleep in my bed! @arielhatesyou there's definitely no way you're sleeping in longer than me "
4,"@Z303 cool, but pace yourself "
4,"On the bus to work..last night was funnnn  waking up still wearing my heels however, was not so fun. Feet hurt sooooo much!"
4,Don't forget it's chat night tonight Twilight Mums 
4,@BeckyBuckwild awww lol cute 
4,"SO Gimme Some Of That THUNDERCAT..HOOOOOOOOOOOOOOOOOOO!!!!! Ye,My background "
4,@Erynbee of course that is why we are friends.  shopping tomorrow? around 230 with me and jess franz and maybe rachel! DO IT! 
4,"going to bed.  It's been a VERY good day. now, it is saturday yet?"
4,"@ddlovato Thank you Demi, I can't wait "
4,I'm playing loto! Its 26 mil. HRK... Oh I just need that money 
4,"me and my brother rented singstar queen on the ps3, oh singstar how i have missed thee.. jake's coming over an we're gonna play tonight "
4,@rbrtpttnsn Can you please comment me so I know that Im TWITTING right!!! I'm not sure if you are receiving my comments.. 
4,Except Eric MayMay. Huh....KelsKels. 
4,is gonna have a clean Mac after this  burning all my movies away! http://plurk.com/p/wxqd1
4,"As a woman thinketh in her heart, so is she. Just spent a lovely hour dreambuilding. "
4,"@recamel Haha, awesome!!!!!! Synchronized movie watching, haha!! "
4,@ddlovato yayyyyyyyyyyyy!! Whens a song gonna be released!??? 
4,Loved George Sampson last night! He did sooo well! :] He's getting fitter every dayy!  Yummm!
4,waiting for le mans  http://img515.imageshack.us/img515/2953/imgp3541tp2.jpg
4,"@maxlemesh ?, ?????? Postbox ?????? ?????. ?????? ?????? ? ??????? ??????????  ?? ? ??????? ??????? ???????????, ??????  ? ?.?. ??????"
4,"Finished all the weeding - the new stereo all installed, so a few beers and some vinyl spinning out punk. I think wifey is off out "
4,"Our friend neighbour Nancy is coming in less than an hour bringing some &quot;manakeesh&quot;, to have as breakfast with Betty Crocker pancakes "
4,"@stoya It sucks that they keep interrupting you, but can you really blame them? You're a rare beauty. "
4,"@twilightfairy @b50 - I guess our ire is against a segment of drivers as characterized by their gender, who #fail without #fail  -"
4,the funniest thing I've heard all day; 'i use google chrome which is quite fast....but for anything google related it becomes so slow' 
4,"@focusvision Congratulations on the landmark number. Yes, He is. "
4,@Beaker1982 bahaha! i love that. consider it stolen 
4,@ColorblindFish Good nite! Sweet summer tour dreams! 
4,"@smuttysteff Dude, I live on Main Street. The fact that it has no value AUTOMATICALLY confers cred. "
4,I will be going on vacation next month(June 10th) and I start to miss my home town Taipei Taiwan now 
4,: Nowhere to go but Up 
4,"Catching up on my CSI  I haven't watched this show in so long! I still like NCIS better  It has more humor in it, which I love, lol."
4,@Wossy looking forward tonights show  x
4,just finished grading four classes of essays   some powerful writing with strong verbs and elaboration
4,"@pizpix no, to wannabe-present-receiver "
4,"@chrisiinelu, @cnoble eating  whats left of OUR half of the  chocolate Mac Nut Haupia  pie  "
4,@kalavros G'morning to you too Dimitri 
4,@methodmissing 04:00? Looks like you're living the good life in Berlin. 
4,UP is amazing! go out and see it 
4,@Rawsul fire an email to editor@fuelyourapps.com w/ a bio and some proposed topics and we will discuss. 
4,Sum ppl smh its twitter talk 2ppl get 2know their vibe n go frm their smh jus go w/the flow smh lol 
4,@sofiffi You r welcome  I have Miles! You can have some! 
4,@DeannaKicksAss I still like the mini's from the 60's 
4,@LettheS0Nshine you are so dumb! lol 
4,Just deleted about 120 Hardcore Music songs off of my iPod. I believe the best way to describe this would be &quot;growing up&quot; 
4,@Glebe2037 someone had a disagreement with a chocolate shop...  clearing up now 
4,"and another sudden change, Up in 3D "
4,another windy day. but hey - the sun is shining!! 
4,"4 hours with Dalton, only 2 hours alone... but hey, it'll do.  I've been looking forward to this all week.. and only 17 hours left?"
4,@JeanLephare  jean it is all in good fun!! sidenote you and you girl should be fine just  have faith 
4,Jeans day friday tomorrow  Wooo hoooooo
4,everyone in my house would still be awake. sleeeeep time 
4,@Azrillunatic blue is always my last choice.. Wat about kinky pink? 
4,"from scandals to piracy, now to drugs and syndicates!, wow--talo pa telenovela! "
4,"@Saresa  Sar's flyin' solo, it seems! /announce"
4,No i laughed thought it was hillarious 
4,tomorrow night is hopefully going to be great 
4,@ryan_allen so you're talking about London Elektricity tomorrow night? 
4,@AvaAlcantara Oh. When does classes start? 
4,Gmorning ~ just back from walking with Dief  now I can start the day ^^
4,home now... but HCO. RULES!! lol!! i love you alll! 
4,horrible movie......but great company 
4,@doncity exactly  I poured out some liquor for 'em tonight LOL
4,Had a great day and can't wait for date night with the mrs. 
4,@BeckyBuckwild i think you might appreciate this  http://i39.tinypic.com/2uosayv.png: @BeckyBuckwild i think y.. http://tinyurl.com/lvwuld
4,"@THEflyGIRL  i'm in my mid-20s and just learned this. that's why with any good investment plan, you always account for market changes"
4,@philpringle Amen Pastor! thats so true...the fulfillment comes in knowing they've stretched their potential!! 
4,.@TraceyMmm hi!! would you like to vote in my photo contest??  http://twitpic.com/61oj0
4,Good morning 
4,today was a good day! I gotta see my boo ainsley today! 
4,I feel like a Perfect Stranger day today  http://bit.ly/18OPTd  Halle berry in Perfect Stranger
4,can't wait too see JB3D!!!! 
4,lunch time 
4,@ednarheiner @MATT_369 @Teddy_Salad @starlingpoet @LyndonPhipps @vene2ia @Triplebeamsheme  thanks so much for the #followfriday love... 
4,@outletmallgal Sorry! Self recommendations are not supported.  Get recommended here: http://cli.gs/0h62Y1
4,@andrevr Ha! I'm just working on reducing my filter-failure. ;-)  Filtering out pointless crap is just the first step. 
4,"Oh my, who's all at Little Oven right now?  Sheeesh, all that food talk "
4,@FaeryQueen07 I want the Iphone no more no less and i will get it too or my name isnt Erika i can tel you lol  XX
4,"@spancha Thanks for taking a look, glad you liked it. all of the photos on there are for sale... Take care "
4,happy birthday ally  we love youu
4,@lovehound do you think he'd handcuff me? ;) maybe I *should* scratch it?  sidenote: keeley hawes with blue eyeshadow is guh! &lt;3
4,@immior im 3/4 through season 6 
4,@blctxt LOL I don't mind  Send to me
4,@misspearlygates Sailormoon is seriously amazing! &lt;3 My friends and I are thinking of re-watching the Japanese live action one soon. 
4,@knowsnotmuch i will lend give u my cam for the period 
4,I want to Marry 
4,Illegal online movies 
4,@catherine_art  ???????! ????? ????????? - ?? ?????? ?? ????? ??????) ???? ???? ???? ? ???????? ???? - ??????? ????? ? ?????????!)
4,shell i love you babes 
4,@jilliandanner but I'm not giving up your gourmet meals and cable tv without a fight lol  I love you!!
4,"@yoavsegal unfortunately her target audience is neither on twitter nor on facebook, but thanks "
4,"@bittenbefore still using blanchir, but not moisturising enough. been using my revital whitening samples as addition. need gd moisturiser "
4,Happy Crunchie Day everyone!! 
4,Freebie: Keep healthy with a free Kellogg's All-Bran pack: http://short.to/1cp2 Follow me for your Twitter freebies! 
4,"Raelin was amazing tonight, as always. Great seeing the higher too.  lets do it again tomorrow!"
4,"http://twitpic.com/664h0 The new, beautiful and dazzling Demi Lovato (@ddlovato) "
4,"friday,saturday,sunday,monday,HES JUST NOT THAT INTO YOU "
4,@jheising Hehe. Not a direct marketing company. All notifications are under your control. 
4,"#FollowFriday @crazehkitteh because her twitter name sums her absolutely perfectly. Mad as a box of frogs, and cute as a kitty "
4,"@lovessunflowers Well, happy early birthday just the same. You have a long weekend to celebrate. "
4,It's BBQ weather yay! Try Holy Cow! Serious Sauces! Introductory offer of 99p has been extended in ASDA! 
4,@MrJackO hey jack!  how are u? Lene.
4,enough partying for mi..on my way home to @RBMason009..tomorrow ill be back on the OTHER side of the bar. yay home sweet home 
4,Its such a beautiful morning today. Just makes you wanna smile... 
4,"@jinchonghee nope. but why would it need to? have ur fb setup to feed frm twitter, auto update instead. or use fb app, selective twitter "
4,Today was a good day. 
4,@tsarnick Both got ReTweeted 
4,going to get nicolas fish today then me and her are camping tonight  x
4,@tmauch @chrishaddad @ryanwade @ryanangelo @jonathanjonas @you_know_justin Check your email  Surprise!
4,"@twinkle47 Wow, I haven't had a personal milkman round here for a long time. Getting a bit nostalgic this morning. "
4,@anobakitay hey is this noelle??  i think you are because i saw the radio website but still
4,@DiscoveryChPR is now at 8000 Congrats 
4,@ohmymae haha!  can you give me a glass of icetea??? haha! it's so hot here
4,yeppy Egg with me!!  My lovely soft egg is going to stay n my desk and make me company 
4,@pleasurep the best part is having that one person that will always back you up no matter what...TRUST and belief as well 
4,@daphneblake Are lasers coming out of your eyes in that pic?? 
4,@AuntieStress I found a pure signal tonight!!!    Yup.  Name of @poetwist.
4,@SkullneckExec Alright I'll probably give it a try 
4,@cancersurvivorx LOL...you're right...saw Tab during set-up...pure jokes 
4,@Alexcached  hahahaahahahaha.   yeah lots of caffeine! 
4,@AceFoley Good that I don�t need CDJs. Everything that�s left gonna be ripped up by me. Will do 1st drunken set for aaages... 
4,@bigpurpleheart Mornin 
4,@SandiHockeyMom : a lot of hot ladies huh? 
4,@NoelClarke thanks and thanks  you can follow me whenever you like 
4,@yetanotherband Maiden sleeping after early morning rise to entertain us. Looks so sweet in you pic. 
4,"Looking forward to the 20 minute walk to work tomorrow (yay, potrero hill!)  ...but, now, it's time for much needed sleeeeep"
4,@mHArCEy awwww maybe he'll reply to you eventually? you never know 
4,hello twitter  waiting for @jess_0000 to get here..
4,Chocalate Milk and a Donut my favorite misses everyone at home 
4,@Captblackeagle  good night . . . ? http://blip.fm/~78rrx
4,"@jiipee Yes, considered that myself, but my last check was in '95 in army so I can wait another 6 months. "
4,@jessmitch is sleeping. so i guess i am too. night world. check out our rap 
4,@amateurgourmet Sounds like you may have my grandfather's recipe for &quot;candy beans&quot; 
4,@Michellemmm Thanks for the #ff 
4,GOSH ! the hollywood tower ride was fun ! i taas ka den baba klng agd ! lngaw mxdo . people ! kng mg pnta kau sa calif adventure try it ! 
4,"@Claire_Cordon free ticket so I thought why not, be a laugh... Keep smiling mate the week will soon be over  x"
4,@Listersmate haha thanx 
4,@amymwright  Wish circumstances had us in the same city! I think we could really talk.
4,"OMG, this video is making my stomach hurt from laughing. Red Hot Chili Peppers (sorta)  http://bit.ly/lttNq"
4,Morning everyone. 
4,@Sygmus Wow! You're awesome! That was SO cool. 
4,more studying in the morning. good night world! 
4,@fake_vyvyan psml I don't mind you at all.  Most of the earth's population sees a shrink. Yr really not that different hey?
4,@nicksohiogirl Nite Mel sweet dreams and thanks for the vids 
4,@AllMusicGuide yay!thanks for the follow!  
4,"2 tiket tak bertuan. ada yg mau? syarat hrs tergabung di DATE. if u dont know what DATE is, u need a session w/ me... "
4,@PhilsLion  you shouldn't pay at all! just sneak into Phils pocket or someone elses pocket and off you go 
4,starting work on the 15th! 
4,"@rjakesdub Good morning, wrinkle! "
4,"@starsparkle Besides, I've bashed through 600 words in the last 50 minutes so only need to do another 400 or so. The end is in sight! "
4,is laying in bed with my bessttiee  tired of stupiidd bullshit boyss!
4,crap...bio tomorrow...need to do bio hw now...buh bye!! sweet dreams!!!! aw man bio TEST! damn...mmm but maybe ill go to the movies after 
4,@ThePrinceBeMe Cause I know you're not writing a song about me silly!!! Whudup with 3AM though? 
4,@RepubliCofFun Will try that and let you know  Thnx!
4,@steveaoki  Yes Thai Airlines is really good! I was very impressed when I went to london on thai airways!  the food was edible!
4,@derrickhoh http://twitpic.com/643g9 - This is superb greatness! 
4,IT'S NEARLY CHRISTMAS!!!!! in seven months. 
4,@mr_foto welcome 
4,Yay! I finish my lunch..man it took so long to finish eating when you have no appetite..thank you grandma for the delicious packed lunch 
4,@tumbledown in really cool mugs with small asian men on them? 
4,@razviti I'm looking for some &quot;community spirit&quot; I want my site to be updated by the community so I don't have money to pay for design. 
4,@Jason_Pollock  I will try that. 
4,@thatonerussian of course 
4,Give me a @bing invite noooooow!!  
4,"@laurenkristi OMG i loved the last girl from day one! ;aksdjf;aldjksfa;jkdsf, I like died. ahahaha, and brandon dumlao got in!! "
4,im done with favors  j/k....BLUNT BREAK!!!!
4,@silvz look fo my sista  mishyooou
4,some good news: campaniile online de Coca Cola au succes! tocmai ce-a venit raportul 
4,cya later everyone im off ill be on later  peace out
4,#followfriday @ikki_oo  great fun  goodtimes 
4,"@allyXwebb thats what im doing, and ive been doing it all day haha "
4,@ReverendRogue Lol that would be great.. and very inventive of you! 
4,@AlanahC so the devil wears prada has a song called 'nickels is money too' and i think of u every time it plays 
4,@deadstockric I sent you the invite for Sunday. I will follow up with the film proposal tomorrow  Good night Ric!
4,"/me has discovered that by disabling aero in windows 7 there is a HUGE performance boost, althought its not nearly as pretty "
4,@milehighmommie How was ur date nite? Ours is Friday. 
4,"@GlitzyGloss But what if you all the power in the universe and you were going to give it to either Tyra or Tila, who would you choose? "
4,@Alicia_86 srry  u get my tweet?
4,@THE_REAL_SHAQ Yay Amy and Shaq *spirit fingers* kudo's to both of you 
4,@DiscoverClocks Thank you very much 
4,keen for the weekend 
4,Anyone want a dedication before I go to sleep tonight? 
4,"@cyanida wow, twittering at work? nice  u are the person who updates by minutes XDXD"
4,"All of a sudden I find myself being really excited over something. No idea what, though. But that's still a good thing, I guess "
4,@ddlovato I just watched a performance of yours doing &quot;dont forget&quot; and it got me crying. You are an amazing artist 
4,@ShottaDru I think I need another drink. Thanks 
4,"West Lag 09-10, Eucalipto 236! Lucky for courtyard view from second floor  Now let's hope I have some luck left for Week 10 and finals."
4,@deb_beaulieu Sorry you won't be joining us...since you'll be going all hard core on the Grouse Grind!!  Next time then 
4,Loves his new teddy bear!! Or panda bear! 
4,@3CB at this rate your jaws will start aching from all the *grins* hehe...sasa lakini? 
4,"Okay, at home and about to go to sleep.  i'll be talking in my sleep... @shawcroft you should hear it     Have pleasant dreams everyone!"
4,"@Sam_Webster um, i love tom  hahaha hes my special wolverine :p  (long story)"
4,@makavellirayne lights kills the rain mood... maybe some candles 
4,@baneen I may pass you as I drive south and you north so don't forget to wave 
4,Shashi Tharoor is on twitter!!!  Talk about a minister in touch with the times  @ShashiTharoor
4,@JakeMaydayP LOL Jake. who is that even supposed to be? I like it though! I think you should hang it up on the fridge 
4,@_iStone_ thank you! much apprc. 
4,"Morning  Have a great start into the extended weekend, all."
4,"@lyfSaMistry Awww, m'kay will be over later with noodles and a story to tell  hehehe! Chiarz luv!"
4,says ang conti nmn. 62 unread. gud aftie  http://plurk.com/p/wxr68
4,Can I CHYME in now? Hey folks!!  how's everything going?
4,Truth is one. Paths are many. 
4,#followfriday to @SatsugaiCat 
4,@CathieTranent Like that one Cathie....DD works for me 
4,Days like these...  
4,@tokiocity Heyy 
4,working on a oneshot to 'if i fell' not all that easy but it is coming along PROMISE 
4,"@beautiful_alone nom nom, have fun, make your memories "
4,@BabeHound thannnnks 
4,Had a good meal. Gotta head to the store to get some ingredients for my protein shake that I gotta start drinking 
4,currently making a background 
4,"Last day of Half Term Camp, then on into London for some fun "
4,"@michiikawaii HEY! It's me, Lady Gokey. I added you on friendster "
4,@juliasmola very nice use of common sense and technologies..  thanks for share 
4,@poojarazdan looks like one will be on the way for me tooo someday..... 
4,One More Day And Im Off For THREE MONTHS 
4,things always work out for the best     right?
4,"( yes I have a professional side as well, in the banking world, so i don't mind sending out my resume to  financial institutions "
4,"@Austin_Butler Fill Me Innnn ;) Or just come to Sydney to un-bore meeee. just finished my exams, give me a reason to smile  xx"
4,"@poetwist You are extraordinarily beautiful.  Thank *you*, Kayt "
4,"@al3x email is wonderful. one of the reliable communication tools that exist. it could use some love, but nothing touches it "
4,@Jessicaveronica r u still goin to move to london if untouched gets to number one lol  ?
4,@moanyboot Morning Ashley. And congratulations on becoming an Aunty 
4,"At 10:31 pm we welcomed the newest member of our family. G is 21&quot;, 8lbs 6 I'd and adorable "
4,"Skins irritated, it's pissing me off, hope I can sleep tonight. Night! "
4,@sgentrepreneurs Our Google Page rank is now 6 as well. 
4,ii think i'm overdosing on sprite lawl 
4,@cashonwebsites Funny how a sense of humour can differ.  I found myself jumping ahead with all sorts of punchlines which never happened. 
4,"@xxandip precisely... Failing that, I'll stick with accident and emergency, maybe try and get on helicopter!!! Slightly closer the sky!! "
4,This phone really sucks. Anyways.. Need somethin to do for tomorrow. Maybe go hit on random chicks  raging hormones will make u do that!
4,@TadekChavez Hmm... looks interesting! 
4,@NikiWdiTWM thanks for following.. 
4,augusta team: Thanks everyone for coming out and watching us today! We really appreciate all the support!! 
4,@theBrandiCyrus i love you 
4,"Have fallen in girly love with Amelie-les-crayons, who knew french pop could be so magically beautiful...   "
4,@BeachBoyQuay I love u too Curls 
4,Went from 11 to 10 followers tonite.  Was it something I said or didn't say?? 
4,@BeckyBuckwild i think you might appreciate this  http://i39.tinypic.com/2uosayv.png: @BeckyBuckwi http://tinyurl.com/mqmb9q
4,You ladies are enough to make me blush...  Love you both!  @Blanquis26 @AmericanWomannn: #hunkalerts2follow
4,@ruhanirabin oh well I seem to have missed alot then hmmm...  great job!
4,damn i just finished the signs  i am just nice to ppl. 
4,on the laptop as Long alter my jeans 
4,@ftiberghien Let me be the first to Congratulate you!  
4,@FRIENDLYPRINCES shavone is cute and she actually pitched a complete story  she didnt just giggle
4,supersunny friday..looking forward for an extra-long weekend . luv it 
4,"@MicHELLeYEAH Yeah that's true, and we def don't want that. Her character has gotten better. Bring on Dollhouse Season 2 "
4,Drag Me to Hell was insanely... Idk no words  good though
4,@sophiestication looks like 5 mice to me 
4,@chinang bread lang pala let me know when you will visit Capricciosa  garlic toast lang meron namin ha..
4,@realangiejolie im huge fan! i wish all the happiness for you and your family 
4,"@7rex lol hey, I work overnight shifts. :p  I'll be awake until about 10 AM. "
4,I do too talk to you! hi @zuhhed  mister MIA...
4,Okay i'm going to study this whole weekend  Well at least try to wait no I REALLY AM
4,@Elisha_Cole ty 
4,"@she_shines92 Hehe, nice. I'm NOT a sports person, but I absolutely LOVE hockey, especially Red Wings, who I've seen win 4 cups thus far. "
4,@ogiraffe Only question is was that a dick? &amp;was that milk? Neither look like what they claim to be. Or I have an overactive imagination. 
4,@JaneBegger Leaving Moscow when it finally gets warm? 
4,@colliderfrosty can't wait to read it 
4,Shopping with Jess 
4,@edquek glad you like it 
4,"@AllyCupcake bff's AND semi birthday buddies? we're awesome! i saw on your page that in feb youre touring az. do tucson, not phoenix. "
4,@pinkhairedgirl 'night 
4,#followfriday @giographix @jtdesigns @mitzs @rampantheart � #Innovative helpful positive #designers and my personal friends 
4,"@JonathanRKnight @jordanknight ok...no help from the Knight bros with my insomnia, guess I'll have to try harder myself  nite moon..."
4,@Moonlightmile89 this would be a FML story for me but I see your point 
4,awake since six o'clock... i had two hours sleep.anyway...going to visit my sweetheart jasmin in hospital 
4,@pinaldave ha ha ha thats too bad 
4,@hockeylicious welcome 
4,good night with my mamas 
4,I will also inform about opportunities to get free licenses of commercial software. Enjoy! 
4,"getting off of twitter, i am starting to spell words wrong on websites goodnight. "
4,"Great, if sender deletes DM in his/her Inbox, it get deleted at receiver point too! It was @Sharanya who deleted my DMs  #twitter"
4,@AZBONEPA we were 4 rows up. uh-mazing seats! so worth the $.  glad u enjoyed.
4,@kaylala19 i love you ....PAR taY tomorrow 
4,"Schooling right now, but I'm telling ya'll 2night is gonna be 1 hell of night!!!! You feel me Dawgs &amp; Shawty's!!  Peace ya'll............."
4,@xsHe_BaDDx ima come .. 4sho 4sho 
4,Gotta love it when a woman calls you a &quot;dork&quot;.  
4,uuuuh.... and I like you 
4,"@omgitsafox Aw, don't worry about it.  You're so pretty anyways! "
4,tsk tsk. i think some yogurtland will do some good 
4,"@pravacouture Cool, have fun. "
4,@Cookleta no nobody ever told me i'm violent..thnxx for the compliment 
4,@aplusk http://twitpic.com/65gj0 - What's with the hair? Seems like you have a little raccoon on your head 
4,I have no prob with blonde. 2 me they're amazing and What do you call an intelligent blonde? Ans:Golden Retriever... Blonde equals dog?? 
4,@Jonas_Dreamgirl all good love  it's freezing over here in Melb omg... how's it by Perth??? I'm listening to Radio Disney XD!
4,@ddlovato YEY! New album! I can't waaaaaaitt! 
4,@Saresa  As long as things are alright now that's what matters. &lt;3 When are you gonna go see him? I wanna meet you D:&lt;
4,Sending love and Aloha to new followers. 
4,No keith Urban on the show today! Probably a good thing  pumped about the podcast coming soon!
4,"@problogger it had an impact though, including in a few ways you never heard about. "
4,finally trying beanstalk for real  bang!
4,@sterlingknight2 lol we'll see 
4,@xXDesXx LOL. you are so kind ;) it went fine 
4,time check 3am. goodnight tweetums. tweet u later  xoxo
4,@ginagoescrazy You too Gina! 
4,going to carbondale and then working at the topiccc. get at me 
4,@yccookie oh my god I love Brody that is very exciting  xx
4,Nighty night! sooo looking forward to 2morrow...hanging with my girls  Yay! Zzzzzzzzzzzz
4,@mattycus You can solo 5 man group quests as Holy  The Scarlet Onslaught Admiral one for instance.
4,@fat_rose She is beautiful. 
4,i really need a baby. it gets boring wen i wake up early. with a baby around il have my hands full.  wont be bored. ever and i love kids 
4,these live sessions kill the cd. fucking epic  ? http://blip.fm/~78rvl
4,@lilvalkrie @wahliaodotcom thankies for the #FF! 
4,@bfmvofficial i love you 
4,"@Hergett Ha! You forget, I have your crackberry number already! LOL. Have a peaceful sleep Rachel.  ps~ thanks for the kind words re: pics"
4,Bandit Lee Way. Bandit Lee Way. Bandit Lee Way. Bandit Lee Way. Bandit Lee Way.  CANT WAIT TO SEE HER!  
4,"@davemarine Oh well, I'm sure the 04 Langi would've been pretty tasty and u've still got another great wine up ur sleeve "
4,@teddyron who'd have thought it all those years ago? The Internet is AWESOME! 'Cited 
4,"@kaffee well, when TJ left, some folks followed. Wonder if Rollan will bring some with him as well. "
4,well i should be getting to bed now...goodnight!! 
4,@officialcharice good evening. still up? 
4,@boxcarwendy I am home and safe  miss you!
4,"it's goodnight moon, with the baybay under starlight. perfect "
4,I have a broadband internet!! Woohoo! 
4,"So today I got married and asked out bu a Stephen lookalike. Overall, good day "
4,"I wished for you and now I'm going to bed,  GOODNITE."
4,... Baby got Bumbo 
4,is needing some Taco Bell! 
4,Help me complete my internship  (will take only 5 minutes) http://www.surveygizmo.com/s/139943/media
4,says the smart bro team came over to fix my Internet connection. YEY!  http://plurk.com/p/wxrwr
4,@vulcansmuse haha...yeah when they emailed us we just laughed and said ok we will review it but can't promise what tommy will say 
4,@SecretsHQ Don't BBQ the abalone. 
4,@Magnetoboldtoo a murder of ninja was on the table for a while too 
4,Morning!  Going out with the girlies today!
4,@loumali yes cavs baby 
4,New pic. 
4,Nitey nite tweeps... dream of me. And ill dream of twittering 
4,Feeling SO GOOD!!! I'm so happy to have such amazing friends!! 
4,tis a beautiful sunny day   and I'm going ice skating..... squee!
4,Goin for a swim then havin a s'more. 
4,HAD A NICE DAY TODAY HAD A NICE DINNER WITH MY FAMILY AND MY LOVE 
